,artist_name,track_name,song_no
65264,Ghost,Absolution,77288
65288,Kaytranada,BUS RIDE,77322
65307,Car Seat Headrest,Unforgiving Girl (She's Not An),77346
65330,Pixies,I Bleed,77375
65345,Muse,Muscle Museum,77392
65352,Soundgarden,Head Down,77400
65354,Coldplay,Til Kingdom Come,77405
65355,Kodaline,High Hopes,77406
65360,Ben Howard,Old Pine,77411
65365,Foo Fighters,Walk,77418
65367,Foo Fighters,White Limo,77425
65369,Foo Fighters,Bridge Burning,77429
65381,The Jimi Hendrix Experience,Fire,77445
65387,Helios,Halving the Compass,77451
65391,Madonna,Ray of Light,77456
65425,Katy Perry,Hot n Cold,77503
65432,Interpol,Hands Away,77517
65433,Interpol,Obstacle 1,77518
65445,Arcade Fire,Afterlife,77533
65446,Beach House,Silver Soul,77534
65448,The Antlers,Sylvia,77538
65455,Sufjan Stevens,"Riffs and Variations on a Single Note for Jelly Roll, Earl Hines, Louis Armstrong, Baby Dodds, and the King of Swing, to Name a Few",77548
65456,The Avalanches,Flight Tonight,77549
65486,Elliott Smith,No Name No. 5,77589
65495,Nirvana,Lake Of Fire,77600
65498,Disturbed,Land of Confusion,77603
65505,Mr. Mister,Broken Wings,77610
65520,The Undertones,Teenage Kicks,77628
65542,Regina Spektor,Eet,77651
65545,Linkin Park,Breaking the Habit,77655
65549,Mac DeMarco,Ode to Viceroy,77661
65574,SZA,The Weekend,77698
65591,Daughter,nuMBerS,77722
65613,Russian Circles,Calla,77756
65614,Russian Circles,Lisboa,77757
65633,MGMT,James,77779
65640,Kurt Vile,I'm an Outlaw,77786
65682,Justice,chorus,77837
65718,Anohni,Execution,77892
65719,Jamie xx,Just Saying,77894
65734,Perfume Genius,Die 4 You,77915
65743,Hamilton Leithauser + Rostam,A 1000 Times,77928
65759,Grimes,Pin,77945
65786,Opeth,In My Time of Need,77977
65793,Tool,Intolerance,77985
65801,Opeth,The Lotus Eater,77995
65807,Katatonia,Brave,78002
65814,Chelsea Wolfe,Maw,78010
65829,Alice in Chains,Heaven Beside You,78028
65908,Caesars,Jerk It Out,78139
65915,The Prodigy,Fuel My Fire,78146
65916,The Prodigy,Warrior's Dance,78147
65926,Hans Zimmer,Message From Home,78158
65927,Kaiser Chiefs,Ruby,78159
65972,Aphex Twin,Flim,78219
65979,Crystal Castles,Insulin,78227
66017,Black Sabbath,Sabbath Bloody Sabbath,78283
66027,Björk,Lionsong,78294
66058,Mogwai,Mogwai Fear Satan,78336
66064,Oasis,She's Electric,78343
66091,Iron Maiden,Powerslave,78381
66129,The xx,Heart Skipped a Beat,78426
66152,Lana Del Rey,Pretty When You Cry,78456
66162,System of a Down,Holy Mountains,78466
66165,Tim Hecker,Music of the Air,78474
66173,Gojira,Where Dragons Dwell,78483
66188,Vanessa Carlton,A Thousand Miles,78501
66227,Queen,We Will Rock You,78549
66238,Paul Simon,The Boy in the Bubble,78563
66258,Led Zeppelin,Rock and Roll,78587
66286,Lady Gaga,John Wayne,78620
66297,Jason Mraz,I'm Yours,78633
66313,Death,Crystal Mountain,78654
66335,Goldmund,Threnody,78687
66374,Death Grips,Fuck That,78734
66378,Duran Duran,Ordinary World,78741
66397,Mitski,Your Best American Girl,78767
66398,Mitski,Once More To See You,78768
66399,Slipknot,The Devil in I,78769
66444,Tool,The Pot,78824
66454,Simple Plan,Welcome to My Life,78839
66464,A Perfect Circle,Magdalena,78852
66471,Nirvana,Oh Me,78866
66484,Charli XCX,Paradise (feat. Hannah Diamond),78880
66552,Coldplay,Amsterdam,78999
66560,Foo Fighters,All My Life,79008
66561,Foo Fighters,Dear Rosemary,79009
66563,Kaiser Chiefs,Everyday I Love You Less and Less,79012
66565,Porcupine Tree,Heartattack in a Layby,79014
66581,Queens of the Stone Age,Head Like A Haunted House,79040
66589,The Postal Service,We Will Become Silhouettes,79051
66602,The Byrds,Mr. Tambourine Man,79066
66605,Portishead,It Could Be Sweet,79070
66612,Faith No More,Epic,79079
66626,Foals,What Went Down,79093
66652,Dinosaur Jr.,Goin Down,79126
66676,Broken Social Scene,Halfway Home,79157
66690,INXS,Never Tear Us Apart,79173
66704,Saliva,Click Click Boom,79189
66711,Boney M.,Rasputin,79196
66713,Meat Loaf,Paradise by the Dashboard Light,79200
66723,Rob Zombie,Superbeast,79214
66728,Supertramp,Breakfast in America,79219
66734,Iron Maiden,Children of the Damned,79228
66739,The Beatles,And I Love Her,79234
66747,Led Zeppelin,All My Love,79248
66753,Faith No More,Falling to Pieces,79254
66757,One Direction,What Makes You Beautiful,79259
66769,Avenged Sevenfold,Hail to the King,79279
66793,Gojira,Low Lands,79308
66808,Megadeth,Death From Within,79335
66823,Green Day,Somewhere Now,79361
66827,Roosevelt,Fever,79367
66832,The Clash,Should I Stay or Should I Go - Remastered,79380
66946,Opeth,Windowpane,79558
66977,Tycho,Coastal Brake,79595
66979,Weezer,Surf Wax America,79599
66988,ScHoolboy Q,Man of the Year,79610
66992,The Avalanches,Close to You,79618
67007,BROCKHAMPTON,WASTE,79656
67009,Zara Larsson,Never Forget You,79659
67022,Drake,6 God,79684
67025,Madonna,Like a Virgin,79689
67027,Nightwish,I Want My Tears Back,79692
67116,30 Seconds to Mars,The Kill (Bury Me),79803
67125,Ratatat,Cream on Chrome,79813
67211,Beck,Dear Life,79939
67346,The Cardigans,My Favourite Game,80105
67375,The Offspring,Why Don't You Get a Job?,80143
67376,Tom Petty and The Heartbreakers,Refugee,80144
67380,Deftones,Around the Fur,80148
67381,Deftones,Be Quiet and Drive (Far Away),80149
67383,Deftones,Teenager,80151
67400,Boards of Canada,Happy Cycling,80226
67403,Boards of Canada,Diving Station,80230
67412,Agalloch,I Am the Wooden Doors,80240
67415,Radiohead,The Tourist,80247
67417,Joy Division,Interzone,80250
67422,Shakira,She Wolf,80258
67450,Norah Jones,Sunrise,80290
67451,Broken Bells,October,80291
67462,Eiffel 65,Blue (Da Ba Dee),80306
67476,The Stranglers,Golden Brown,80320
67480,Bruce Springsteen,Thunder Road,80325
67485,Bonobo,We Could Forever,80331
67500,Deerhunter,Agoraphobia,80356
67503,Sigur Rós,Glósóli,80359
67506,Sex Pistols,God Save the Queen,80363
67538,Miami Nights 1984,Ocean Drive,80402
67545,Drake,Gyalchester,80413
67571,Joey Bada$$,TEMPTATION,80460
67573,BROCKHAMPTON,GAMBA,80463
67574,BROCKHAMPTON,ALASKA,80464
67580,Wu-Tang Clan,Tearz,80476
67582,Anderson .Paak,Put Me Thru,80480
67587,Earl Sweatshirt,Grief,80496
67596,Gojira,Liberation,80512
67642,James Blake,THE COLOUR IN ANYTHING,80577
67655,The Pretty Reckless,Make Me Wanna Die,80595
67705,Tycho,Continuum,80651
67713,ZZ Top,Sharp Dressed Man,80668
67764,The Hotelier,Your Deep Rest,80729
67776,Have a Nice Life,Waiting for Black Metal Records to Come in the Mail,80742
67788,Avenged Sevenfold,A Little Piece of Heaven,80761
67794,Alice in Chains,We Die Young,80769
67870,Elliott Smith,Say Yes,80857
67891,The xx,Stars,80878
67898,Pixies,Mr. Grieves,80887
67905,The Last Shadow Puppets,She Does the Woods,80896
67934,Unknown Mortal Orchestra,Swim and Sleep (Like A Shark),80932
67950,Al Green,Let's Stay Together,80951
67960,Peter Gabriel,Sledgehammer,80963
67966,Queen,Bohemian Rhapsody - Remastered 2011,80970
67975,Calum Scott,Dancing On My Own,80979
67982,Michael Kiwanuka,Black Man In A White World,80990
67988,Type O Negative,Love You to Death,80996
67996,Tal Bachman,She's So High,81008
67997,Tina Turner,What's Love Got to Do With It,81009
68003,Puddle of Mudd,Blurry,81017
68017,Nothing But Thieves,Wake Up Call,81038
68053,alt-J,Last Year,81084
68057,Aphex Twin,Jynweythek,81088
68058,Tim Hecker,Castrati Stack,81089
68088,Boards of Canada,Triangles & Rhombuses,81128
68114,My Chemical Romance,The Ghost of You,81160
68127,Radiohead,High and Dry,81177
68136,Death Cab for Cutie,The New Year,81203
68164,Emancipator,Nevergreen,81236
68189,Tycho,Dive,81264
68191,Jimi Hendrix,Hey Joe,81267
68197,alt-J,Arrival in Nara,81274
68202,Cocteau Twins,Heaven or Las Vegas,81281
68270,Cocteau Twins,Fotzepolitic,81390
68275,Arcade Fire,Neighborhood #3 (Power Out),81396
68421,Sixpence None the Richer,Kiss Me,81577
68479,Thundercat,Tokyo,81649
68492,Charlie Puth,Attention,81665
68558,Daft Punk,Aerodynamic,81752
68561,The Clash,Rock the Casbah - Remastered,81755
68570,David Bowie,Ziggy Stardust (2012 Remastered Version),81778
68585,Nils Frahm,Circling,81795
68605,The Last Shadow Puppets,Used to Be My Girl,81819
68624,My Chemical Romance,I Don't Love You,81840
68726,Bill Withers,Lovely Day,81979
68761,Rage Against the Machine,Know Your Enemy,82018
68778,Big Shaq,Man's Not Hot,82038
68788,Disturbed,The Night,82048
68792,Spoon,Don't You Evah,82058
68810,Moderat,Intruder,82081
68816,Avril Lavigne,I'm with You,82087
68888,Massive Attack,Future Proof,82175
68910,Jeff Rosenstock,We Begged 2 Explode,82207
68942,System of a Down,Cigaro,82250
69231,Rotting Christ,In Nomine Dei Nostri,82584
69238,Fleet Foxes,Oliver James,82595
69262,Katy Perry,E.T.,82628
69277,Nancy Sinatra,These Boots Are Made for Walkin',82651
69328,The Avalanches,Because I'm Me,82715
69336,Aretha Franklin,Respect,82725
69375,Animal Collective,No More Runnin,82773
69612,Perfume Genius,Just Like Love,83053
69619,Childish Gambino,Riot,83061
69631,The Microphones,Headless Horseman,83073
69668,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),83131
69734,Hailee Steinfeld,Love Myself,83203
69738,Animal Collective,On Delay,83207
69837,Four Tet,LA Trance,83336
69855,The Lovin' Spoonful,Summer in the City,83356
69872,Bon Iver,Holocene,83383
69880,Cat Power,Sea of Love,83393
69890,Gold Panda,You,83406
69893,Madvillain,Fancy Clown,83410
69902,James Blake,Noise Above Our Heads,83425
69906,Major Lazer,Powerful (feat. Ellie Goulding & Tarrus Riley),83430
69921,Leonard Cohen,If I Didn't Have Your Love,83453
69940,Nine Inch Nails,Wish,83478
69955,King Gizzard & The Lizard Wizard,Robot Stop,83495
69966,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),83506
69973,Lana Del Rey,Million Dollar Man,83515
69975,Glass Animals,Toes,83518
69987,Kasabian,Fire,83537
69995,Amon Amarth,Cry of the Black Birds,83545
70004,Haken,Cockroach King,83555
70009,10 Years,Wasteland,83561
70024,Audioslave,The Last Remaining Light,83582
70046,Of Monsters and Men,Empire,83611
70056,Cocteau Twins,"Road, River and Rail",83622
70066,In Flames,Save Me,83633
70075,Kansas,Dust in the Wind,83645
70083,The Cure,Disintegration,83654
70100,Björk,Frosti,83674
70141,Marina & the Diamonds,Blue,83731
70158,Boards of Canada,Palace Posy,83750
70159,Godspeed You! Black Emperor,Storm,83751
70193,The White Stripes,"In the Cold, Cold Night",83814
70196,Sia,The Greatest (feat. Kendrick Lamar),83819
70284,M83,Road Blaster,83927
70298,Kanye West,Silver Surfer Intermission,83947
70302,Royal Blood,Hole In Your Heart,83957
70360,Nine Inch Nails,Copy of A,84040
70361,Boards of Canada,Sundown,84041
70365,Queen,Crazy Little Thing Called Love,84047
70370,Talk Talk,It's My Life,84053
70372,Ace of Base,All That She Wants,84057
70380,Twisted Sister,We're Not Gonna Take It,84071
70391,Nirvana,Love Buzz,84087
70396,Pink Floyd,Any Colour You Like,84093
70401,Flying Lotus,Clock Catcher,84101
70432,Beck,Morning,84134
70434,Fleet Foxes,Quiet Houses,84136
70435,Mac DeMarco,This Old Dog,84137
70436,Muse,Stockholm Syndrome,84140
70440,The Strokes,What Ever Happened?,84151
70441,Rise Against,Give It All,84152
70448,Red Hot Chili Peppers,Dreams of a Samurai,84164
70449,Red Hot Chili Peppers,Goodbye Angels,84166
70451,Madonna,Vogue,84169
70455,Nas,Represent,84173
70507,The White Stripes,Hypnotize,84237
70550,Baroness,Desperation Burns,84287
70557,Marillion,Kayleigh,84297
70572,Hans Zimmer,Mountains,84312
70603,Creedence Clearwater Revival,Lookin' Out My Back Door,84347
70716,Rammstein,Waidmanns Heil,84480
70778,The Beatles,I Want to Tell You,84548
70792,American Football,I'll See You When We're Both Not So Emotional,84568
70793,American Football,Stay Home,84569
70797,Belle and Sebastian,The Stars of Track and Field,84576
70944,Madvillain,Raid,84777
70946,The Avalanches,Zap!,84780
70969,Incubus,Pardon Me,84804
70986,Serj Tankian,Empty Walls,84825
71059,Yo La Tengo,Autumn Sweater,84929
71078,Ladytron,Destroy Everything You Touch,84960
71081,Spoon,You Got Yr. Cherry Bomb,84967
71099,The Bangles,Walk Like an Egyptian,84993
71120,Kanye West,Say You Will,85020
71122,The Beach Boys,Heroes and Villains,85023
71162,Pink Floyd,Astronomy Domine,85078
71209,The War on Drugs,Disappearing,85140
71214,Slowdive,Falling Ashes,85146
71223,Rihanna,Shut Up and Drive,85157
71224,The Jam,Town Called Malice,85158
71234,Kasabian,Processed Beats,85177
71263,Tears for Fears,Sowing The Seeds Of Love,85221
71266,Explosions in the Sky,Six Days At The Bottom Of The Ocean,85224
71271,J. Cole,Fire Squad,85229
71276,Emilíana Torrini,Sunny Road,85241
71279,Katatonia,Lethean,85244
71361,King Gizzard & The Lizard Wizard,SLEEP DRIFTER,85346
71364,SOHN,Signal,85349
71367,Sampha,Plastic 100°C,85353
71374,Vulfpeck,Back Pocket,85360
71387,Mac DeMarco,For the First Time,85379
71413,Dream Theater,Three Days,85412
71433,Zola Jesus,Exhumed,85449
71477,Phoenix,Goodbye Soleil,85500
71497,Susanne Sundfør,Delirious,85542
71585,Cold War Kids,Love Is Mystical,85666
71643,Jack White,Sixteen Saltines,85740
71656,The Cure,Why Can't I Be You?,85755
71658,The Police,So Lonely,85757
71682,Justice,One Minute to Midnight,85788
71728,Pixies,Crackity Jones,85852
71734,Lady Gaga,Just Dance,85860
71778,Beck,I'm So Free,85910
71877,deadmau5,2448,86040
71915,Gojira,Stranded,86101
71963,Lord Huron,The Night We Met,86159
71968,Flying Lotus,Never Catch Me (feat. Kendrick Lamar),86166
71970,The National,Turtleneck,86171
72087,At the Drive-In,Hostage Stamps,86321
72108,Crystal Castles,1991,86355
72109,Crystal Castles,Violent Youth,86357
72128,Green Day,Longview,86386
72138,Django Django,Default,86400
72146,System of a Down,Needles,86411
72177,Gojira,The Axe,86451
72193,In Flames,Only for the Weak,86471
72198,Audioslave,Hypnotize,86479
72234,Ólafur Arnalds,Tomorrow's Song,86530
72243,Rage Against the Machine,Calm Like a Bomb,86542
72250,Adele,Make You Feel My Love,86552
72270,Coldplay,Warning Sign,86593
72273,Ultravox,Dancing With Tears in My Eyes,86596
72286,Sigur Rós,Gobbledigook,86614
72305,Leonard Cohen,Famous Blue Raincoat,86643
72309,Tracy Chapman,Fast Car,86647
72324,The Rolling Stones,Gimme Shelter,86666
72328,Manic Street Preachers,Motorcycle Emptiness,86676
72338,Korn,Got the Life,86688
72360,Volbeat,Seal The Deal,86712
72364,Static-X,The Only,86721
72385,Magic Sword,The Way Home,86751
72414,Nas,It Ain't Hard to Tell,86803
72422,Tame Impala,I Don't Really Mind,86817
72423,Tame Impala,Lucidity,86818
72426,Carly Rae Jepsen,Your Type,86826
72565,In Flames,Battles,87001
72566,In Flames,Here Until Forever,87004
72567,In Flames,Underneath My Skin,87005
72640,Nirvana,Aneurysm,87106
72641,Scattle,Knock Knock,87107
72669,The Head and the Heart,Rivers and Roads,87146
72681,Korn,Word Up!,87160
72683,Fleetwood Mac,Don't Stop,87166
72684,Michael Sembello,Maniac,87168
72686,M83,The Wizard,87170
72696,Coldplay,Hypnotised,87181
72740,Beach House,Beyond Love,87242
72748,James Blake,f.o.r.e.v.e.r.,87251
72749,Sonic Youth,Teen Age Riot (album version),87252
72775,Anathema,Springfield,87287
72845,Frenship,Capsize,87392
72874,Pink Floyd,Poles Apart,87436
72877,Death Grips,Inanimate Sensation,87442
72878,Emancipator,Minor Cause,87443
72933,A Tribe Called Quest,Ego,87513
72942,Daya,"Sit Still, Look Pretty",87525
72945,Dr. Dre,Still D.R.E.,87531
72950,Bruno Mars,Just the Way You Are,87541
72958,David Guetta,Bang My Head (feat. Sia & Fetty Wap),87556
72959,Taylor Swift,22,87557
72970,Carly Rae Jepsen,Roses,87573
72972,Hailee Steinfeld,Starving,87576
72996,Insomnium,While We Sleep,87602
73059,Jack White,Love Interruption,87677
73070,Barenaked Ladies,One Week,87689
73073,Animal Collective,FloriDada,87692
73338,Bruno Mars,When I Was Your Man,88025
73371,Wheatus,Teenage Dirtbag,88074
73378,Green Day,When I Come Around,88085
73379,Red Hot Chili Peppers,This Ticonderoga,88087
73388,Queen,Friends Will Be Friends,88099
73437,Björk,Jóga,88157
73440,Kanye West,Hell of a Life,88162
73441,Toro y Moi,So Many Details,88163
73455,Lana Del Rey,Body Electric,88181
73458,Twenty One Pilots,We Don't Believe What's on TV,88185
73461,alt-J,Deadcrush,88188
73462,Björk,One Day,88189
73477,Feist,So Sorry,88211
73611,Cigarettes After Sex,Sunsetz,88410
73628,Destiny's Child,Survivor,88427
73727,Gojira,Liquid Fire,88556
73738,Korn,Insane,88579
73781,Three Days Grace,I Hate Everything About You,88635
73799,Perturbator,Humans Are Such Easy Prey,88670
73827,R.E.M.,Man on the Moon,88707
73920,Daft Punk,Television Rules The Nation,88818
73947,System of a Down,Mr. Jack,88849
73948,System of a Down,Streamline,88850
73955,My Chemical Romance,You Know What They Do to Guys Like Us in Prison,88859
73960,SZA,20 Something,88867
73970,Baroness,Take My Bones Away,88885
73995,Cult of Luna,A Greater Call,88916
74040,Gorillaz,Demon Days,88979
74042,Paramore,We Are Broken,88981
74044,Brand New,Batter Up,88987
74046,BROCKHAMPTON,TRIP,88993
74047,BROCKHAMPTON,SUMMER,88994
74053,Vampire Weekend,Horchata,89013
74054,Vampire Weekend,Cape Cod Kwassa Kwassa,89014
74070,Queen,Under Pressure,89041
74100,Odesza,Sundara,89085
74135,Foo Fighters,Something from Nothing,89142
74140,Massive Attack,Saturday Come Slow,89151
74143,Franz Ferdinand,Evil Eye,89156
74145,Nine Inch Nails,The Fragile,89160
74151,Nick Cave & The Bad Seeds,Rings of Saturn,89174
74173,The Who,Baba O'Riley,89199
74175,Metallica,Of Wolf and Man,89201
74176,Metallica,Don't Tread on Me,89202
74184,Iron Maiden,Flight of Icarus,89212
74243,Tycho,See,89281
74257,Perturbator,Miami Disco,89301
74261,Talking Heads,Psycho Killer - 2005 Remastered Version,89306
74372,Helios,Nothing it Can,89435
74381,Interpol,Slow Hands,89448
74382,Interpol,No I in Threesome,89449
74384,Megadeth,Sweating Bullets,89451
74411,John Coltrane,My Favorite Things,89492
74417,Massive Attack,Girl I Love You,89499
74447,2Pac,Dear Mama,89535
74532,Grimes,Eight,89630
74538,FKA twigs,Preface,89639
74544,Lana Del Rey,West Coast,89648
74554,Air,Alone in Kyoto,89664
74567,The Cure,Prayers for Rain,89682
74572,PJ Harvey,River Anacostia,89692
74627,Jain,Come,89790
74641,Ramones,Blitzkrieg Bop,89810
74643,Ramones,Rockaway Beach,89812
74673,Pink Floyd,The Great Gig in the Sky,89850
74692,The Zombies,Time of the Season,89872
74694,Billy Talent,Surrender,89876
74699,King Crimson,Starless,89883
74701,Led Zeppelin,Nobody's Fault but Mine,89886
74707,The Runaways,Cherry Bomb,89893
74718,The Offspring,(Can't Get My) Head Around You,89905
74798,Beyoncé,SANDCASTLES,90011
74878,Queen,These Are the Days of Our Lives,90120
74888,Ihsahn,In The Vaults,90132
74925,The Kinks,You Really Got Me,90192
75016,Dark Tranquillity,Merciless Fate,90320
75023,Pain of Salvation,On a Tuesday,90332
75062,Death Cab for Cutie,Tiny Vessels,90382
75068,Metallica,Harvester of Sorrow,90394
75070,Linkin Park,Powerless,90398
75071,Linkin Park,Forgotten,90399
75087,Coldplay,A Head Full of Dreams,90420
75100,Iron Maiden,Fear of the Dark,90434
75101,Iron Maiden,Iron Maiden,90435
75105,Chelsea Wolfe,Mer,90444
75108,Massive Attack,Weather Storm,90448
75109,Cannibal Corpse,Hammer Smashed Face,90449
75118,Red Hot Chili Peppers,Can't Stop,90461
75188,Oasis,Roll With It,90542
75191,Aerosmith,Dude (Looks Like a Lady),90548
75197,The Offspring,Self-Esteem,90558
75357,Lorde,Writer In the Dark,90782
75358,Anohni,Watch Me,90784
75374,Aphex Twin,aisatsana [102],90803
75408,Grandmaster Flash and the Furious Five,The Message,90848
75476,Kendrick Lamar,GOD.,90946
75583,Fugees,Killing Me Softly with His Song,91088
75586,Dr. Dre,Forgot About Dre,91092
75619,Halestorm,I Get Off,91167
75620,Nightwish,Over the Hills and Far Away,91168
75621,Rammstein,Spring,91169
75644,Bon Iver,Michicant,91213
75646,Kanye West,Heartless,91216
75757,Zedd,Clarity,91389
75760,Halsey,Control,91394
75781,Bishop Briggs,Wild Horses,91431
75817,Yosi Horikawa,Bubbles,91475
75900,Alice Merton,No Roots,91582
75937,Björk,Headphones,91626
75954,Phosphorescent,Song for Zula,91644
75970,Halsey,Coming Down,91670
75974,Rihanna,Kiss It Better,91676
75981,Charli XCX,Doing It (feat. Rita Ora),91691
75991,Kero Kero Bonito,Heard A Song,91716
75993,Twenty One Pilots,The Judge,91721
75996,Icona Pop,I Love It (feat. Charli XCX),91725
76117,Gorillaz,Ticker Tape (feat. Carly Simon & Kali Uchis),91873
76182,The National,Carin at the Liquor Store,91961
76217,SZA,Go Gina,92001
76218,AC/DC,T.N.T.,92002
76225,Grimes,Be a Body (侘寂),92011
76227,Weezer,No Other One,92013
76228,Nirvana,Been a Son,92014
76240,The Smiths,This Charming Man - 2011 Remastered Version,92035
76245,Led Zeppelin,Trampled Under Foot,92044
76266,Black Rebel Motorcycle Club,Spread Your Love,92076
76271,Air,Kelly Watch the Stars,92084
76275,J Dilla,The Diff'rence,92090
76281,Com Truise,Cyanide Sisters,92100
76284,The Prodigy,Funky Shit,92103
76285,The Prodigy,Spitfire,92104
76289,A Tribe Called Quest,Butter,92114
76292,The Beatles,Dear Prudence,92118
76335,Amon Tobin,Slowly,92188
76338,Bloc Party,Pioneers,92192
76342,Arcade Fire,Sprawl II (Mountains Beyond Mountains),92197
76347,Local Natives,Dark Days,92219
76350,Kendrick Lamar,LOVE. FT. ZACARI.,92226
76371,Bon Jovi,Wanted Dead or Alive,92251
76375,Jake Bugg,Lightning Bolt,92256
76383,Underworld,Born Slippy .NUXX,92267
76399,Superorganism,something for your M.I.N.D.,92291
76436,Macklemore,Glorious (feat. Skylar Grey),92353
76438,Arcade Fire,Signs of Life,92356
76467,Cigarettes After Sex,Each Time You Fall In Love,92406
76473,Guano Apes,Big in Japan,92413
76481,Jack Johnson,Better Together,92424
76513,U2,Sunday Bloody Sunday,92463
76521,Velvet Revolver,Slither,92472
76523,Cage the Elephant,Back Against the Wall,92475
76528,Dido,Here with Me,92489
76541,Green Day,Brain Stew,92508
76545,The Wombats,Let's Dance to Joy Division,92517
76570,Sheppard,Geronimo,92547
76571,Avicii,The Days,92548
76581,The Beatles,The Fool on the Hill,92702
76587,The Jimi Hendrix Experience,Little Wing,92708
76648,Metallica,Seek & Destroy,92778
76668,Moderat,Finder,92808
76687,DIIV,Valentine,92830
76794,The Beatles,Sun King,93125
76823,Rush,Tom Sawyer,93157
76829,The Beatles,Polythene Pam,93166
76847,Bastille,Flaws,93186
76881,John Talabot,Depak Ine,93225
76907,Grimes,Go,93255
76916,Porter Robinson & Madeon,Shelter,93278
77018,Little Mix,Touch,93412
77093,Linkin Park,Nobody Can Save Me,93515
77100,Grizzly Bear,LOSING ALL SENSE,93525
77116,blink-182,CAROUSEL,93552
77123,The Killers,For Reasons Unknown,93586
77143,Deftones,Bored,93616
77160,Simon & Garfunkel,I Am a Rock,93640
77206,Baroness,Eula,93696
77211,Queen,Radio Ga Ga,93704
77214,Pink Floyd,Take It Back,93707
77221,Pixies,Here Comes Your Man,93719
77226,Mastodon,Tread Lightly,93730
77269,Chevelle,The Red,93777
77270,Sparklehorse,Piano Fire,93778
77278,U2,Where the Streets Have No Name,93787
77287,Deep Purple,Child in Time,93797
77290,Led Zeppelin,Celebration Day,93800
77291,Black Sabbath,Electric Funeral,93801
77327,Lady Gaga,The Edge of Glory,93842
77347,King Crimson,21st Century Schizoid Man,93865
77361,Metallica,Sad but True,93882
77363,The Cranberries,Animal Instinct,93884
77374,ZZ Top,La Grange,93899
77398,Gotye,Somebody That I Used to Know,93926
77401,Madonna,Frozen,93931
77423,Daughter,Fossa,93959
77437,Skepta,Konnichiwa,93974
77451,Journey,Any Way You Want It,94000
77481,The Notorious B.I.G.,Hypnotize,94037
77564,Avicii,For A Better Day,94132
77569,Ed Sheeran,Perfect,94137
77570,Santana,Smooth,94141
77586,MF DOOM,Doomsday,94166
77599,Knife Party,Bonfire,94179
77600,Slipknot,Snuff,94182
77608,Mos Def,Mathematics,94197
77611,The Used,The Taste of Ink,94202
77620,Kanye West,I Wonder,94213
77625,Volbeat,Still Counting,94219
77633,+44,When Your Heart Stops Beating,94230
77675,Nightmares on Wax,Fire in the Middle,94290
77695,Brand New,Desert,94316
77701,Cloud Nothings,Modern Act,94328
77703,Solange,Cranes In the Sky,94331
77708,Sum 41,Motivation,94340
77735,blink-182,Anthem Part Two,94375
77809,Royal Blood,Blood Hands,94471
77865,The Clash,The Right Profile,94548
77885,Fleetwood Mac,Gypsy,94572
77915,Screaming Trees,Nearly Lost You,94612
77927,The Rolling Stones,(I Can't Get No) Satisfaction,94629
77932,The Jimi Hendrix Experience,Voodoo Child (Slight Return),94637
77935,Deorro,Five Hours,94641
77937,Madeon,Finale,94643
77938,Tove Lo,Talking Body,94647
77948,The Script,Breakeven,94667
77956,Death Cab for Cutie,Crooked Teeth,94687
77961,Alvvays,Dives,94694
78023,Yeah Yeah Yeahs,Soft Shock,94774
78049,Mogwai,SCRAM,94806
78076,Soundgarden,Pretty Noose,94837
78151,M83,Moon Crystal,94926
78237,FC/Kahuna,Hayling,95039
78243,Marshmello,Silence,95046
78259,Panic! at the Disco,House of Memories,95069
78351,Alvvays,Not My Baby,95178
78392,Sufjan Stevens,They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!,95231
78400,Marina & the Diamonds,Starring Role,95240
78405,Desire,Under Your Spell,95248
78413,Shakira,"Whenever, Wherever",95256
78414,Billy Joel,Just The Way You Are,95257
78428,Motörhead,Stay Clean,95272
78455,Infected Mushroom,Becoming Insane,95303
78480,Sigrid,Don't Kill My Vibe,95340
78485,The 1975,The 1975,95351
78503,Arctic Monkeys,The View from the Afternoon,95371
78512,Tears for Fears,Mothers Talk,95383
78524,Placebo,Special K,95398
78530,Creedence Clearwater Revival,Have You Ever Seen the Rain,95405
78541,Trivium,In Waves,95420
78566,Kanye West,So Appalled,95455
78583,Creedence Clearwater Revival,Have You Ever Seen the Rain?,95480
78616,Papa Roach,Getting Away With Murder,95517
78636,Beach House,Elegy to the Void,95548
78659,New Order,Leave Me Alone,95582
78676,Led Zeppelin,No Quarter,95601
78684,Katy Perry,Dark Horse (feat. Juicy J),95609
78702,Ed Sheeran,Sing,95628
78723,Chet Baker,My Funny Valentine,95659
78725,Twin Shadow,Five Seconds,95662
78733,Gwen Stefani,The Sweet Escape,95673
78738,Kygo,Stole The Show (feat. Parson James),95678
78740,James Bay,Hold Back the River,95680
78753,Kylie Minogue,Can't Get You Out of My Head,95698
78754,Britney Spears,I'm a Slave 4 U,95699
78770,The Knife,Pass This On,95722
78784,Anathema,Thin Air,95743
78817,Primal Scream,Movin' On Up,95780
78820,N.W.A,Fuck tha Police,95783
78839,Katy Perry,Swish Swish,95807
78842,Camila Cabello,She Loves Control,95811
78852,Beach House,The Hours,95822
78875,Anathema,One Last Goodbye,95849
